,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,movavg14day,stddiv14day,uppbound,lowbound,Call
479,IDFC,EQ,16-Apr-2019,46.7,46.7,47.1,46.15,46.45,46.3,46.5,1301226,60501908.8,5288,282542,21.71,46.57714285714282,0.3401680257102289,47.25747890856328,45.896806805722356,Hold Buy/ Liquidate Short
480,IDFC,EQ,18-Apr-2019,46.3,46.5,46.9,45.25,45.4,45.45,45.89,2016212,92516159.9,4669,476943,23.66,46.517142857142815,0.3825708294705104,47.282284516083834,45.752001198201796,Hold Buy/ Liquidate Short
481,IDFC,EQ,22-Apr-2019,45.45,45.45,45.8,43.15,43.25,43.3,44.08,3446608,151940642.0,7292,752391,21.83,46.29928571428568,0.7233624932940823,47.746010700873846,44.852560727697515,Buy
482,IDFC,EQ,23-Apr-2019,43.3,43.0,43.85,41.75,41.85,41.9,42.37,4155007,176067866.0,7654,1112920,26.79,45.9735714285714,1.2514152427917267,48.47640191415485,43.470740942987945,Buy
483,IDFC,EQ,24-Apr-2019,41.9,42.4,42.7,41.65,42.6,42.4,42.27,3574307,151088788.55,9047,957013,26.77,45.677857142857114,1.5850318054150279,48.84792075368717,42.50779353202706,Hold Buy/ Liquidate Short
484,IDFC,EQ,25-Apr-2019,42.4,42.85,43.6,42.5,43.0,43.25,43.05,3244512,139679044.1,5872,771405,23.78,45.46642857142854,1.728265502853387,48.92295957713531,42.009897565721765,Hold Buy/ Liquidate Short
485,IDFC,EQ,26-Apr-2019,43.25,42.75,43.25,41.3,41.45,41.6,42.13,5358399,225748575.4,11995,2068654,38.61,45.15714285714282,1.9142197790846307,48.98558241531208,41.328703298973565,Buy
486,IDFC,EQ,30-Apr-2019,41.6,41.25,41.6,38.95,39.9,40.15,40.0,8318627,332729335.95,16086,4523085,54.37,44.69999999999997,2.3165093102806398,49.33301862056125,40.06698137943869,Hold Buy/ Liquidate Short
487,IDFC,EQ,02-May-2019,40.15,40.0,40.6,38.95,39.25,39.1,39.68,4057293,161000817.3,7290,1333439,32.87,44.19928571428568,2.5942405566823643,49.38776682765041,39.01080460092095,Hold Buy/ Liquidate Short
488,IDFC,EQ,03-May-2019,39.1,39.1,39.85,38.7,39.0,39.05,39.23,4204580,164960484.4,10298,1491227,35.47,43.70571428571425,2.8421002913225415,49.389914868359334,38.02151370306917,Hold Buy/ Liquidate Short
489,IDFC,EQ,06-May-2019,39.05,38.7,38.95,37.5,37.65,37.75,38.19,4005538,152951743.0,7046,2003219,50.01,43.07357142857139,3.021959647297063,49.11749072316552,37.029652133977265,Hold Buy/ Liquidate Short
490,IDFC,EQ,07-May-2019,37.75,38.0,38.6,36.9,37.15,37.1,37.72,3697713,139483685.1,6148,1609390,43.52,42.46499999999997,3.1885437959142533,48.842087591828474,36.08791240817146,Hold Buy/ Liquidate Short
491,IDFC,EQ,08-May-2019,37.1,37.0,38.65,36.85,37.55,37.6,37.9,7364218,279101416.45,11206,2871606,38.99,41.851428571428535,3.180911473493031,48.213251518414594,35.489605624442476,Hold Buy/ Liquidate Short
492,IDFC,EQ,09-May-2019,37.6,37.9,38.1,36.95,37.45,37.6,37.57,7376399,277103832.65,8362,3335703,45.22,41.184285714285686,3.013392451363735,47.211070617013156,35.157500811558215,Hold Buy/ Liquidate Short
493,IDFC,EQ,10-May-2019,37.6,37.6,38.2,37.25,38.1,38.1,37.81,2626094,99292098.7,8188,563859,21.47,40.5635714285714,2.714376560076375,45.99232454872415,35.13481830841865,Hold Buy/ Liquidate Short
494,IDFC,EQ,13-May-2019,38.1,37.8,37.8,34.35,34.9,34.75,35.64,16211123,577724357.55,21287,7776099,47.97,39.831428571428546,2.544196585120395,44.91982174166934,34.743035401187754,Hold Buy/ Liquidate Short
