Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity
"Apr 16, 2018",86.84,86.2,87.65,86.12,7.02M
"Apr 13, 2018",86.02,85.89,86.27,85.19,7.56M
"Apr 12, 2018",85.43,86.19,86.83,85.41,6.86M
"Apr 11, 2018",85.91,86.0,86.86,85.8,6.28M
"Apr 10, 2018",86.45,86.84,87.1,85.66,9.73M
"Apr 09, 2018",86.28,86.85,87.45,86.24,8.37M
"Apr 06, 2018",86.69,86.83,87.9,86.13,6.35M
"Apr 05, 2018",87.81,87.6,88.34,87.05,6.38M
"Apr 04, 2018",87.22,85.6,87.5,85.44,6.54M
"Apr 03, 2018",86.8,86.25,86.95,85.55,9.70M
"Apr 02, 2018",85.55,88.0,88.24,84.84,19.13M
"Mar 29, 2018",88.97,87.9,89.34,87.77,9.27M
"Mar 28, 2018",87.77,86.26,88.24,86.19,11.58M
"Mar 27, 2018",86.05,87.96,88.04,85.48,6.55M
"Mar 26, 2018",87.5,86.22,87.69,86.11,9.20M
"Mar 23, 2018",85.42,87.35,87.74,85.28,10.13M
"Mar 22, 2018",87.14,87.53,88.27,86.99,12.25M
"Mar 21, 2018",88.18,87.89,89.68,87.68,11.84M
"Mar 20, 2018",87.95,87.86,88.15,87.37,8.26M
"Mar 19, 2018",87.45,88.91,89.08,87.1,12.05M
"Mar 16, 2018",89.17,87.72,90.09,87.5,28.40M
"Mar 15, 2018",87.51,87.68,88.79,85.9,16.62M
"Mar 14, 2018",87.67,88.51,88.99,87.5,11.04M
"Mar 13, 2018",88.3,88.39,88.9,87.98,7.17M
"Mar 12, 2018",88.07,88.7,89.44,87.88,8.47M
"Mar 09, 2018",88.72,88.24,88.72,87.53,9.75M
"Mar 08, 2018",87.92,87.77,88.13,87.34,9.59M
"Mar 07, 2018",87.74,87.98,88.53,87.33,11.45M
"Mar 06, 2018",89.06,90.35,90.5,88.63,11.05M
"Mar 05, 2018",89.98,88.14,90.5,88.07,13.38M
"Mar 02, 2018",88.77,87.27,88.9,87.24,19.04M
"Mar 01, 2018",89.08,90.17,90.18,87.71,18.91M
"Feb 28, 2018",90.01,92.0,92.1,90.0,14.14M
"Feb 27, 2018",91.52,93.63,93.72,91.51,13.38M
"Feb 26, 2018",93.12,92.9,93.8,92.22,14.70M
"Feb 23, 2018",92.89,92.88,93.49,91.76,12.79M
"Feb 22, 2018",92.77,91.43,93.39,91.31,20.36M
"Feb 21, 2018",91.52,95.11,95.34,91.24,49.50M
"Feb 20, 2018",94.11,96.99,97.94,94.1,52.09M
"Feb 16, 2018",104.78,103.09,104.94,101.98,16.06M
"Feb 15, 2018",103.23,102.55,103.64,101.83,7.49M
"Feb 14, 2018",101.7,100.86,102.25,100.21,7.31M
"Feb 13, 2018",100.98,99.33,101.22,99.33,6.62M
"Feb 12, 2018",99.55,100.13,100.44,98.8,9.14M
"Feb 09, 2018",99.37,100.53,101.1,96.43,14.18M
"Feb 08, 2018",100.02,103.23,103.48,100.0,13.98M
"Feb 07, 2018",102.85,100.5,104.59,100.01,11.17M
"Feb 06, 2018",100.9,97.64,101.08,97.25,16.41M
"Feb 05, 2018",100.09,103.4,104.61,97.09,12.56M
"Feb 02, 2018",104.48,105.15,106.47,104.15,9.25M
"Feb 01, 2018",105.52,105.96,106.56,105.18,6.39M
