,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,year,month,price*volume,Day_Perc_Change,Trend
234,2018-11-16,97.69,98.82,99.42,96.92,14240000.0,2018,11,1391105600.0,0.9402769167183189,Slight positive
235,2018-11-15,99.54,102.32,102.8,98.62,16079999.999999998,2018,11,1600603200.0,1.8937455215477517,Positive
236,2018-11-14,101.53,103.0,103.15,101.01,10480000.0,2018,11,1064034400.0,1.9991963029937665,Positive
237,2018-11-13,102.94,103.67,104.15,102.54,7960000.0,2018,11,819402400.0,1.388752092977441,Positive
238,2018-11-12,103.87,105.5,106.21,103.65,8940000.0,2018,11,928597800.0,0.9034388964445306,Slight positive
239,2018-11-09,105.56,105.0,105.9,104.81,8450000.0,2018,11,891982000.0,1.6270337922402955,Positive
240,2018-11-08,104.88,104.33,105.26,104.03,5960000.0,2018,11,625084800.0,-0.6441834028040994,Slight negative
241,2018-11-07,104.32,103.66,104.47,103.05,8670000.0,2018,11,904454400.0,-0.5339435545385185,Slight negative
242,2018-11-06,103.33,102.54,103.44,102.05,6370000.0,2018,11,658212100.0,-0.949003067484655,Slight negative
243,2018-11-05,102.91,101.19,103.17,100.63,7620000.0,2018,11,784174200.0,-0.40646472466854267,Slight or No Change
244,2018-11-02,101.34,100.88,101.57,100.31,7300000.0,2018,11,739782000.0,-1.5256048974832348,Negative
245,2018-11-01,100.58,99.96,101.17,99.72,7740000.0,2018,11,778489200.0,-0.7499506611407192,Slight negative
246,2018-10-31,100.28,102.49,102.49,100.11,12350000.0,2018,10,1238458000.0,-0.2982700338039379,Slight or No Change
247,2018-10-30,102.42,100.21,102.6,100.06,12710000.0,2018,10,1301758200.0,2.1340247307538807,Positive
248,2018-10-29,99.8,99.51,101.73,99.09,12710000.0,2018,10,1268458000.0,-2.5580941222417497,Negative
249,2018-10-26,98.94,98.81,99.67,98.02,14930000.0,2018,10,1477174200.0,-0.8617234468937918,Slight negative
250,2018-10-25,99.18,98.01,99.48,97.0,10740000.0,2018,10,1065193200.0000001,0.24257125530624535,Slight or No Change
251,2018-10-24,97.56,97.5,99.17,97.28,10360000.0,2018,10,1010721600.0,-1.6333938294010975,Negative
252,2018-10-23,97.8,96.5,97.98,96.11,9410000.0,2018,10,920298000.0,0.24600246002459691,Slight or No Change
253,2018-10-22,97.14,97.34,97.58,96.74,7120000.0,2018,10,691636800.0,-0.6748466257668673,Slight negative
254,2018-10-19,97.15,96.0,97.65,96.0,8950000.0,2018,10,869492500.0,0.010294420424128425,Slight or No Change
255,2018-10-18,96.17,96.4,97.25,95.74,11400000.0,2018,10,1096338000.0,-1.0087493566649508,Negative
256,2018-10-17,96.56,95.18,96.62,94.9,9540000.0,2018,10,921182400.0,0.4055318706457367,Slight or No Change
257,2018-10-16,95.81,94.7,96.07,94.34,11240000.0,2018,10,1076904400.0,-0.7767191383595717,Slight negative
258,2018-10-15,93.82,94.5,94.99,93.82,8310000.000000001,2018,10,779644200.0,-2.0770274501617836,Negative
259,2018-10-12,94.81,94.76,95.17,93.67,8550000.0,2018,10,810625500.0,1.0552121082924915,Positive
260,2018-10-11,93.92,95.81,96.29,93.6,9930000.0,2018,10,932625600.0,-0.9387195443518626,Slight negative
261,2018-10-10,95.76,96.6,97.85,95.7,9000000.0,2018,10,861840000.0,1.9591141396933631,Positive
262,2018-10-09,97.08,95.64,97.74,95.19,11600000.0,2018,10,1126128000.0,1.3784461152882121,Positive
263,2018-10-08,94.69,93.25,94.93,93.02,5760000.0,2018,10,545414400.0,-2.4618871034198575,Negative
264,2018-10-05,93.31,93.86,94.19,92.89,6690000.0,2018,10,624243900.0,-1.457387263702603,Negative
265,2018-10-04,94.21,94.07,94.5,93.2,6050000.0,2018,10,569970500.0,0.9645268459971934,Slight positive
266,2018-10-03,94.07,95.5,95.54,94.04,6330000.0,2018,10,595463100.0,-0.14860418214627247,Slight or No Change
267,2018-10-02,95.15,93.93,95.61,93.85,7750000.0,2018,10,737412500.0,1.1480812161156706,Positive
268,2018-10-01,94.4,94.29,94.66,94.04,5000000.0,2018,10,472000000.0,-0.788229111928529,Slight negative
269,2018-09-28,93.91,94.28,94.37,93.69,6310000.0,2018,9,592572100.0,-0.5190677966101842,Slight negative
270,2018-09-27,94.13,94.19,94.96,93.82,5360000.0,2018,9,504536800.0,0.2342668512405499,Slight or No Change
271,2018-09-26,94.59,95.1,95.58,94.52,5920000.0,2018,9,559972800.0,0.4886858599808752,Slight or No Change
272,2018-09-25,95.1,95.99,96.52,94.99,6190000.0,2018,9,588669000.0,0.5391690453536269,Slight positive
273,2018-09-24,94.92,95.44,96.0,94.86,5340000.0,2018,9,506872800.0,-0.18927444794951676,Slight or No Change
274,2018-09-21,95.9,95.92,96.29,95.63,9530000.0,2018,9,913927000.0,1.0324483775811188,Positive
275,2018-09-20,95.75,95.35,95.79,94.95,5550000.0,2018,9,531412500.0,-0.15641293013556323,Slight or No Change
276,2018-09-19,95.24,95.57,95.89,94.88,5680000.0,2018,9,540963200.0,-0.5326370757180232,Slight negative
277,2018-09-18,95.43,94.46,95.59,94.15,6760000.0,2018,9,645106800.0,0.19949601007980267,Slight or No Change
278,2018-09-17,94.82,94.75,95.48,94.37,5330000.0,2018,9,505390599.99999994,-0.6392119878445124,Slight negative
279,2018-09-14,94.59,94.53,94.84,94.35,6320000.0,2018,9,597808800.0,-0.24256485973421782,Slight or No Change
280,2018-09-13,95.12,95.32,95.62,94.91,7650000.0,2018,9,727668000.0,0.5603129294851517,Slight positive
281,2018-09-12,95.97,96.26,96.74,95.93,5900000.0,2018,9,566223000.0,0.8936080740117758,Slight positive
282,2018-09-11,96.64,97.27,97.66,96.49,6460000.0,2018,9,624294400.0,0.6981348338022331,Slight positive
283,2018-09-10,96.9,96.11,97.19,96.09,8330000.0,2018,9,807177000.0,0.2690397350993523,Slight or No Change
284,2018-09-07,95.83,95.8,96.48,95.64,6670000.0,2018,9,639186100.0,-1.104231166150682,Negative
285,2018-09-06,96.45,96.53,96.72,96.01,6150000.0,2018,9,593167500.0,0.6469790253574192,Slight positive
286,2018-09-05,96.62,95.67,96.83,95.36,9470000.0,2018,9,914991400.0,0.17625712804563154,Slight or No Change
287,2018-09-04,95.36,95.8,96.27,95.24,8279999.999999999,2018,9,789580799.9999999,-1.3040778306768863,Negative
288,2018-08-31,95.86,96.19,96.44,95.11,6320000.0,2018,8,605835200.0,0.5243288590603967,Slight positive
289,2018-08-30,96.1,95.5,96.5,95.45,7060000.0,2018,8,678466000.0,0.2503651157938602,Slight or No Change
290,2018-08-29,95.64,96.28,96.83,95.53,7860000.0,2018,8,751730400.0,-0.47866805411029834,Slight or No Change
291,2018-08-28,96.07,94.77,96.35,94.53,9980000.0,2018,8,958778599.9999999,0.4496026767043082,Slight or No Change
292,2018-08-27,94.54,95.26,95.61,94.28,7040000.0,2018,8,665561600.0,-1.592588737378986,Negative
293,2018-08-24,94.95,95.09,95.66,94.35,8590000.0,2018,8,815620500.0,0.4336788660884272,Slight or No Change
294,2018-08-23,95.18,95.5,95.86,95.06,6100000.0,2018,8,580598000.0,0.24223275408110645,Slight or No Change
295,2018-08-22,95.67,96.2,96.85,95.23,7770000.0,2018,8,743355900.0,0.5148140365623055,Slight positive
296,2018-08-21,96.08,95.96,96.36,95.36,10530000.0,2018,8,1011722400.0,0.4285564962893229,Slight or No Change
297,2018-08-20,96.0,97.67,98.29,95.95,12680000.0,2018,8,1217280000.0,-0.08326394671107629,Slight or No Change
298,2018-08-17,97.85,97.77,99.67,97.61,16460000.0,2018,8,1610611000.0,1.9270833333333348,Positive
299,2018-08-16,98.64,100.11,100.21,97.91,42630000.0,2018,8,4205023200.0,0.8073582013285785,Slight positive
300,2018-08-15,90.22,90.25,90.41,89.67,8620000.0,2018,8,777696400.0,-8.536090835360909,Bear drop
301,2018-08-14,90.85,89.64,91.12,89.63,5840000.0,2018,8,530563999.99999994,0.6982930614054528,Slight positive
302,2018-08-13,89.64,90.2,90.54,89.37,5880000.0,2018,8,527083200.0,-1.3318657127132538,Negative
303,2018-08-10,90.18,88.7,90.37,88.65,8240000.0,2018,8,743083200.0,0.6024096385542244,Slight positive
304,2018-08-09,89.01,89.46,89.63,88.76,4730000.0,2018,8,421017300.0,-1.2974051896207595,Negative
305,2018-08-08,90.05,89.97,90.23,89.37,5040000.0,2018,8,453852000.0,1.1684080440399924,Positive
306,2018-08-07,89.77,89.83,90.36,89.65,4530000.0,2018,8,406658100.0,-0.3109383675735766,Slight or No Change
307,2018-08-06,89.67,89.31,89.98,89.12,4650000.0,2018,8,416965500.0,-0.11139578923916593,Slight or No Change
308,2018-08-03,89.6,89.19,90.28,89.0,5750000.0,2018,8,515199999.99999994,-0.07806401249025319,Slight or No Change
309,2018-08-02,88.76,87.94,88.84,87.62,4310000.0,2018,8,382555600.0,-0.9374999999999911,Slight negative
310,2018-08-01,88.24,88.86,89.13,87.88,5050000.0,2018,8,445612000.0,-0.585849481748546,Slight negative
311,2018-07-31,89.23,89.0,89.66,88.8,6710000.0,2018,7,598733300.0,1.121940163191315,Positive
312,2018-07-30,88.88,88.0,88.94,87.89,6010000.0,2018,7,534168800.0,-0.3922447607307089,Slight or No Change
313,2018-07-27,88.13,88.64,88.88,88.03,4680000.0,2018,7,412448400.0,-0.8438343834383466,Slight negative
314,2018-07-26,88.23,88.5,89.43,88.18,6550000.0,2018,7,577906500.0,0.11346873936231017,Slight or No Change
315,2018-07-25,87.9,87.27,88.02,87.11,5800000.0,2018,7,509820000.00000006,-0.37402244134647766,Slight or No Change
316,2018-07-24,87.96,88.12,88.5,87.61,5590000.0,2018,7,491696399.99999994,0.06825938566552558,Slight or No Change
317,2018-07-23,87.63,87.65,88.15,87.38,4150000.0000000005,2018,7,363664500.0,-0.3751705320600207,Slight or No Change
318,2018-07-20,88.06,87.4,88.17,87.2,4820000.0,2018,7,424449200.0,0.4906995321237062,Slight or No Change
319,2018-07-19,87.72,87.86,88.48,87.41,4880000.0,2018,7,428073600.0,-0.38610038610038533,Slight or No Change
320,2018-07-18,88.07,88.33,89.19,87.94,5050000.0,2018,7,444753499.99999994,0.3989968080255313,Slight or No Change
321,2018-07-17,88.19,87.4,88.7,87.4,5910000.0,2018,7,521202900.0,0.13625525150449125,Slight or No Change
322,2018-07-16,87.64,87.62,87.72,86.83,4450000.0,2018,7,389998000.0,-0.623653475450725,Slight negative
323,2018-07-13,87.7,86.52,87.99,86.5,6390000.0,2018,7,560403000.0,0.0684618895481437,Slight or No Change
324,2018-07-12,86.52,86.94,87.41,86.22,4890000.0,2018,7,423082800.0,-1.3454960091220158,Negative
325,2018-07-11,86.53,87.06,87.15,86.39,5600000.0,2018,7,484568000.0,0.011558021266755425,Slight or No Change
326,2018-07-10,87.21,85.93,87.33,85.88,6050000.0,2018,7,527620499.99999994,0.7858546168958647,Slight positive
327,2018-07-09,85.93,85.0,86.47,84.77,6580000.0,2018,7,565419400.0,-1.467721591560589,Negative
328,2018-07-06,84.51,84.2,84.86,83.82,5620000.0,2018,7,474946200.0,-1.6525078552310002,Negative
329,2018-07-05,84.57,84.94,85.58,84.27,5370000.0,2018,7,454140899.99999994,0.07099751508696794,Slight or No Change
330,2018-07-03,84.44,84.09,85.05,84.09,4400000.0,2018,7,371536000.0,-0.15371881281778244,Slight or No Change
331,2018-07-02,84.0,85.65,85.94,83.4,8130000.000000001,2018,7,682920000.0000001,-0.5210800568450913,Slight negative
332,2018-06-29,85.65,85.9,86.2,85.52,8260000.0,2018,6,707469000.0,1.9642857142857295,Positive
333,2018-06-28,85.86,86.85,87.29,85.69,8470000.0,2018,6,727234200.0,0.24518388791592294,Slight or No Change
334,2018-06-27,86.89,85.9,87.49,85.55,10300000.0,2018,6,894967000.0,1.199627300256223,Positive
335,2018-06-26,85.98,86.53,87.05,85.76,10130000.0,2018,6,870977400.0,-1.0473011854068348,Negative
336,2018-06-25,86.47,84.59,86.6,84.48,15940000.0,2018,6,1378331800.0,0.5698999767387747,Slight positive
337,2018-06-22,84.82,84.46,84.85,84.1,11010000.0,2018,6,933868199.9999999,-1.9081762460969154,Negative
338,2018-06-21,84.21,83.4,84.55,82.89,8090000.0,2018,6,681258900.0,-0.7191700070737994,Slight negative
339,2018-06-20,83.61,83.71,83.82,83.16,7970000.0,2018,6,666371700.0,-0.7125044531528291,Slight negative
340,2018-06-19,83.61,82.6,83.62,82.37,9350000.0,2018,6,781753500.0,0.0,Slight or No Change
341,2018-06-18,83.0,83.05,83.57,82.82,8500000.0,2018,6,705500000.0,-0.7295778016983556,Slight negative
342,2018-06-15,83.7,83.5,83.99,83.06,12500000.0,2018,6,1046250000.0,0.8433734939758963,Slight positive
343,2018-06-14,83.79,84.22,84.81,83.67,7520000.0,2018,6,630100800.0,0.10752688172044333,Slight or No Change
344,2018-06-13,84.09,83.89,84.37,83.85,6360000.0,2018,6,534812400.0,0.358037952022916,Slight or No Change
345,2018-06-12,84.1,84.32,84.59,83.47,8060000.000000001,2018,6,677846000.0,0.011892020454262742,Slight or No Change
346,2018-06-11,84.3,84.41,84.54,83.79,6250000.0,2018,6,526875000.0,0.23781212841855748,Slight or No Change
347,2018-06-08,84.36,84.78,85.19,84.14,7600000.0,2018,6,641136000.0,0.0711743772241924,Slight or No Change
348,2018-06-07,84.95,84.78,85.76,84.69,7710000.0,2018,6,654964500.0,0.6993835941204507,Slight positive
349,2018-06-06,84.56,84.95,85.15,84.35,7360000.0,2018,6,622361600.0,-0.4590935844614452,Slight or No Change
350,2018-06-05,84.62,85.45,85.47,84.25,8279999.999999999,2018,6,700653600.0,0.07095553453169146,Slight or No Change
351,2018-06-04,85.42,83.5,85.52,83.3,10920000.0,2018,6,932786400.0,0.9454029780193718,Slight positive
352,2018-06-01,82.99,83.04,83.42,82.85,5240000.0,2018,6,434867600.0,-2.844767033481632,Negative
353,2018-05-31,82.54,83.94,84.31,82.51,11470000.0,2018,5,946733800.0000001,-0.5422340040968643,Slight negative
354,2018-05-30,84.12,82.45,84.23,82.26,9310000.0,2018,5,783157200.0,1.9142234068330488,Positive
355,2018-05-29,82.4,81.96,82.52,81.81,8430000.0,2018,5,694632000.0,-2.044698050404181,Negative
356,2018-05-25,82.46,82.85,83.34,82.32,5910000.0,2018,5,487338599.99999994,0.07281553398057472,Slight or No Change
357,2018-05-24,82.85,83.0,83.0,81.78,8580000.0,2018,5,710853000.0,0.47295658501091964,Slight or No Change
358,2018-05-23,83.01,82.95,83.02,82.17,9400000.0,2018,5,780294000.0,0.19312009656005102,Slight or No Change
359,2018-05-22,83.37,84.5,84.81,83.29,8070000.0,2018,5,672795900.0,0.4336826888326595,Slight or No Change
360,2018-05-21,84.51,84.14,84.54,83.82,10720000.0,2018,5,905947200.0,1.3673983447283211,Positive
361,2018-05-18,83.64,84.24,84.44,83.49,12040000.0,2018,5,1007025600.0,-1.0294639687611018,Negative
362,2018-05-17,84.49,87.04,87.59,83.85,29720000.0,2018,5,2511042800.0,1.0162601626016121,Positive
363,2018-05-16,86.13,84.87,86.62,84.74,13730000.0,2018,5,1182564900.0,1.941058113386207,Positive
364,2018-05-15,84.52,84.06,84.88,83.8,9320000.0,2018,5,787726400.0,-1.8692673865087661,Negative
365,2018-05-14,84.39,83.89,84.79,83.65,9500000.0,2018,5,801705000.0,-0.15380974917178492,Slight or No Change
366,2018-05-11,83.38,82.69,83.52,81.95,9930000.0,2018,5,827963400.0,-1.1968242682782404,Negative
367,2018-05-10,82.69,82.64,83.77,82.01,15860000.0,2018,5,1311463400.0,-0.8275365795154643,Slight negative
368,2018-05-09,83.06,82.56,83.68,82.0,32270000.000000004,2018,5,2680346200.0000005,0.447454347563192,Slight or No Change
369,2018-05-08,85.74,85.52,85.85,84.92,6550000.0,2018,5,561597000.0,3.226583192872612,Among top gainers
370,2018-05-07,85.47,87.49,87.5,85.27,10780000.0,2018,5,921366600.0,-0.31490552834149144,Slight or No Change
371,2018-05-04,87.53,86.0,88.1,85.36,6970000.0,2018,5,610084100.0,2.410202410202422,Positive
372,2018-05-03,86.23,86.19,86.29,85.12,6880000.0,2018,5,593262400.0,-1.485205072546547,Negative
373,2018-05-02,86.34,87.13,87.25,86.16,6080000.0,2018,5,524947200.0,0.1275658123622847,Slight or No Change
374,2018-05-01,87.41,87.67,88.01,86.35,6960000.0,2018,5,608373600.0,1.2392865415797871,Positive
375,2018-04-30,88.46,87.94,89.66,87.92,8690000.0,2018,4,768717400.0,1.2012355565724775,Positive
376,2018-04-27,87.29,87.87,87.9,87.08,5650000.0,2018,4,493188500.00000006,-1.3226316979425556,Negative
377,2018-04-26,87.94,87.17,88.32,86.9,5780000.0,2018,4,508293200.0,0.7446442891510863,Slight positive
378,2018-04-25,87.17,86.32,87.7,85.89,6760000.0,2018,4,589269200.0,-0.875596997953143,Slight negative
379,2018-04-24,86.53,86.77,86.91,85.57,8470000.0,2018,4,732909100.0,-0.73419754502696,Slight negative
380,2018-04-23,86.1,86.89,87.08,86.02,7360000.0,2018,4,633696000.0,-0.4969374783312275,Slight or No Change
381,2018-04-20,86.98,87.87,88.38,86.67,8320000.0,2018,4,723673600.0,1.0220673635307875,Positive
382,2018-04-19,87.89,87.41,88.04,86.58,6590000.0,2018,4,579195100.0,1.0462175212692548,Positive
383,2018-04-18,87.57,88.2,88.56,87.51,5850000.0,2018,4,512284499.99999994,-0.3640914779838522,Slight or No Change
384,2018-04-17,87.9,87.48,88.17,87.41,6800000.0,2018,4,597720000.0,0.37684138403564216,Slight or No Change
385,2018-04-16,86.84,86.2,87.65,86.12,7020000.0,2018,4,609616800.0,-1.205915813424352,Negative
386,2018-04-13,86.02,85.89,86.27,85.19,7560000.0,2018,4,650311200.0,-0.9442653155228076,Slight negative
387,2018-04-12,85.43,86.19,86.83,85.41,6860000.0,2018,4,586049800.0,-0.685887003022545,Slight negative
388,2018-04-11,85.91,86.0,86.86,85.8,6280000.0,2018,4,539514800.0,0.561863513988059,Slight positive
389,2018-04-10,86.45,86.84,87.1,85.66,9730000.0,2018,4,841158500.0,0.628564777092322,Slight positive
390,2018-04-09,86.28,86.85,87.45,86.24,8369999.999999999,2018,4,722163599.9999999,-0.19664545980335735,Slight or No Change
391,2018-04-06,86.69,86.83,87.9,86.13,6350000.0,2018,4,550481500.0,0.47519703291607485,Slight or No Change
392,2018-04-05,87.81,87.6,88.34,87.05,6380000.0,2018,4,560227800.0,1.2919598569615998,Positive
393,2018-04-04,87.22,85.6,87.5,85.44,6540000.0,2018,4,570418800.0,-0.6719052499715383,Slight negative
394,2018-04-03,86.8,86.25,86.95,85.55,9700000.0,2018,4,841960000.0,-0.48154093097912964,Slight or No Change
395,2018-04-02,85.55,88.0,88.24,84.84,19130000.0,2018,4,1636571500.0,-1.440092165898621,Negative
396,2018-03-29,88.97,87.9,89.34,87.77,9270000.0,2018,3,824751900.0,3.997662185856221,Among top gainers
397,2018-03-28,87.77,86.26,88.24,86.19,11580000.0,2018,3,1016376600.0,-1.3487692480611435,Negative
398,2018-03-27,86.05,87.96,88.04,85.48,6550000.0,2018,3,563627500.0,-1.9596673122934893,Negative
399,2018-03-26,87.5,86.22,87.69,86.11,9200000.0,2018,3,805000000.0,1.685066821615333,Positive
400,2018-03-23,85.42,87.35,87.74,85.28,10130000.0,2018,3,865304600.0,-2.3771428571428554,Negative
401,2018-03-22,87.14,87.53,88.27,86.99,12250000.0,2018,3,1067465000.0,2.0135799578552938,Positive
402,2018-03-21,88.18,87.89,89.68,87.68,11840000.0,2018,3,1044051200.0000001,1.193481753500114,Positive
403,2018-03-20,87.95,87.86,88.15,87.37,8260000.0,2018,3,726467000.0,-0.260830120208666,Slight or No Change
404,2018-03-19,87.45,88.91,89.08,87.1,12050000.0,2018,3,1053772500.0,-0.5685048322910724,Slight negative
405,2018-03-16,89.17,87.72,90.09,87.5,28400000.0,2018,3,2532428000.0,1.9668381932532952,Positive
406,2018-03-15,87.51,87.68,88.79,85.9,16620000.000000002,2018,3,1454416200.0000002,-1.861612649994393,Negative
407,2018-03-14,87.67,88.51,88.99,87.5,11040000.0,2018,3,967876800.0,0.18283624728601122,Slight or No Change
408,2018-03-13,88.3,88.39,88.9,87.98,7170000.0,2018,3,633111000.0,0.7186038553667062,Slight positive
409,2018-03-12,88.07,88.7,89.44,87.88,8470000.0,2018,3,745952900.0,-0.2604756511891293,Slight or No Change
410,2018-03-09,88.72,88.24,88.72,87.53,9750000.0,2018,3,865020000.0,0.7380492789826443,Slight positive
411,2018-03-08,87.92,87.77,88.13,87.34,9590000.0,2018,3,843152800.0,-0.9017132551848439,Slight negative
412,2018-03-07,87.74,87.98,88.53,87.33,11450000.0,2018,3,1004623000.0,-0.20473157415833443,Slight or No Change
413,2018-03-06,89.06,90.35,90.5,88.63,11050000.0,2018,3,984113000.0,1.5044449509915792,Positive
414,2018-03-05,89.98,88.14,90.5,88.07,13380000.0,2018,3,1203932400.0,1.0330114529530698,Positive
415,2018-03-02,88.77,87.27,88.9,87.24,19040000.0,2018,3,1690180800.0,-1.344743276283622,Negative
416,2018-03-01,89.08,90.17,90.18,87.71,18910000.0,2018,3,1684502800.0,0.3492170778416126,Slight or No Change
417,2018-02-28,90.01,92.0,92.1,90.0,14140000.0,2018,2,1272741400.0,1.0440053884149147,Positive
418,2018-02-27,91.52,93.63,93.72,91.51,13380000.0,2018,2,1224537600.0,1.6775913787356878,Positive
419,2018-02-26,93.12,92.9,93.8,92.22,14700000.0,2018,2,1368864000.0,1.7482517482517501,Positive
420,2018-02-23,92.89,92.88,93.49,91.76,12790000.0,2018,2,1188063100.0,-0.24699312714776545,Slight or No Change
421,2018-02-22,92.77,91.43,93.39,91.31,20360000.0,2018,2,1888797200.0,-0.12918505759500487,Slight or No Change
422,2018-02-21,91.52,95.11,95.34,91.24,49500000.0,2018,2,4530240000.0,-1.3474183464482037,Negative
423,2018-02-20,94.11,96.99,97.94,94.1,52090000.0,2018,2,4902189900.0,2.829982517482521,Positive
424,2018-02-16,104.78,103.09,104.94,101.98,16059999.999999998,2018,2,1682766799.9999998,11.33779619594093,Bull run
425,2018-02-15,103.23,102.55,103.64,101.83,7490000.0,2018,2,773192700.0,-1.4792899408283988,Negative
426,2018-02-14,101.7,100.86,102.25,100.21,7310000.0,2018,2,743427000.0,-1.482127288578905,Negative
427,2018-02-13,100.98,99.33,101.22,99.33,6620000.0,2018,2,668487600.0,-0.7079646017699059,Slight negative
428,2018-02-12,99.55,100.13,100.44,98.8,9140000.0,2018,2,909887000.0,-1.4161220043573008,Negative
429,2018-02-09,99.37,100.53,101.1,96.43,14180000.0,2018,2,1409066600.0,-0.18081366147664202,Slight or No Change
430,2018-02-08,100.02,103.23,103.48,100.0,13980000.0,2018,2,1398279600.0,0.6541209620609667,Slight positive
431,2018-02-07,102.85,100.5,104.59,100.01,11170000.0,2018,2,1148834500.0,2.8294341131773537,Positive
432,2018-02-06,100.9,97.64,101.08,97.25,16410000.0,2018,2,1655769000.0,-1.895964997569266,Negative
433,2018-02-05,100.09,103.4,104.61,97.09,12560000.0,2018,2,1257130400.0,-0.8027750247770138,Slight negative
434,2018-02-02,104.48,105.15,106.47,104.15,9250000.0,2018,2,966440000.0,4.386052552702568,Among top gainers
435,2018-02-01,105.52,105.96,106.56,105.18,6390000.0,2018,2,674272800.0,0.9954058192955584,Slight positive
436,2018-01-31,106.6,107.77,108.18,106.07,9810000.0,2018,1,1045746000.0,1.0235026535253988,Positive
437,2018-01-30,107.73,109.14,109.36,107.15,9180000.0,2018,1,988961400.0,1.060037523452162,Positive
438,2018-01-29,109.55,108.11,109.98,107.99,8359999.999999999,2018,1,915837999.9999999,1.6894087069525554,Positive
439,2018-01-26,108.39,107.0,108.41,106.68,6790000.0,2018,1,735968100.0,-1.058877225011412,Negative
440,2018-01-25,106.6,105.85,106.81,105.85,5860000.0,2018,1,624676000.0,-1.6514438601347048,Negative
441,2018-01-24,105.79,106.35,106.44,104.82,6820000.0,2018,1,721487800.0,-0.7598499061913566,Slight negative
442,2018-01-23,105.9,105.29,106.14,104.57,8289999.999999999,2018,1,877911000.0,0.10397958219112713,Slight or No Change
443,2018-01-22,105.45,104.5,105.45,104.04,7310000.0,2018,1,770839500.0,-0.4249291784702569,Slight or No Change
444,2018-01-19,104.59,104.64,104.93,103.66,8380000.000000001,2018,1,876464200.0000001,-0.8155523944997634,Slight negative
445,2018-01-18,104.3,104.74,104.94,103.62,12310000.0,2018,1,1283933000.0,-0.2772731618701618,Slight or No Change
446,2018-01-17,102.7,101.15,102.94,100.7,8680000.0,2018,1,891436000.0,-1.5340364333652823,Negative
447,2018-01-16,100.69,101.34,101.91,100.34,7170000.0,2018,1,721947300.0,-1.9571567672833523,Negative
448,2018-01-12,100.87,100.39,101.44,100.3,6950000.0,2018,1,701046500.0,0.17876651107360253,Slight or No Change
449,2018-01-11,100.02,99.7,100.45,98.78,6540000.0,2018,1,654130800.0,-0.8426687816000866,Slight negative
450,2018-01-10,99.67,99.75,99.89,98.53,7930000.0,2018,1,790383100.0,-0.3499300139971906,Slight or No Change
451,2018-01-09,100.39,102.03,102.35,100.31,7310000.0,2018,1,733850900.0,0.7223838667603122,Slight positive
452,2018-01-08,101.61,100.25,101.75,100.21,8840000.0,2018,1,898232400.0,1.2152604841119574,Positive
453,2018-01-05,100.13,99.64,100.38,99.61,7280000.0,2018,1,728946400.0,-1.4565495522094296,Negative
454,2018-01-04,99.54,99.54,99.78,98.91,6830000.0,2018,1,679858200.0,-0.5892339958054382,Slight negative
455,2018-01-03,99.45,98.85,100.0,98.77,8900000.0,2018,1,885105000.0,-0.0904159132007254,Slight or No Change
456,2018-01-02,98.59,99.3,99.79,98.52,10150000.0,2018,1,1000688500.0,-0.8647561588738029,Slight negative
457,2017-12-29,98.75,99.4,99.69,98.75,7140000.0,2017,12,705075000.0,0.162288264529864,Slight or No Change
458,2017-12-28,99.4,99.52,99.62,99.12,9760000.0,2017,12,970144000.0,0.6582278481012782,Slight positive
459,2017-12-27,99.26,99.56,99.6,98.83,5140000.0,2017,12,510196400.0,-0.14084507042253502,Slight or No Change
460,2017-12-26,99.16,98.35,99.44,98.35,4300000.0,2017,12,426388000.0,-0.1007455168245075,Slight or No Change
461,2017-12-22,98.21,98.29,98.42,97.68,5480000.0,2017,12,538190800.0,-0.9580475998386517,Slight negative
462,2017-12-21,98.06,99.0,99.33,97.98,7370000.0,2017,12,722702200.0,-0.1527339374808978,Slight or No Change
463,2017-12-20,98.75,99.45,99.65,98.45,10730000.0,2017,12,1059587500.0,0.7036508260248819,Slight positive
464,2017-12-19,98.8,99.91,99.91,98.29,12010000.0,2017,12,1186588000.0,0.05063291139240089,Slight or No Change
465,2017-12-18,97.9,97.38,98.17,97.36,7960000.0,2017,12,779284000.0,-0.910931174089058,Slight negative
466,2017-12-15,97.11,97.71,98.49,96.91,16140000.0,2017,12,1567355400.0,-0.806945863125641,Slight negative
467,2017-12-14,97.13,98.0,98.57,97.1,9390000.0,2017,12,912050700.0,0.020595201318096557,Slight or No Change
468,2017-12-13,97.76,96.66,97.91,96.55,7880000.0,2017,12,770348800.0,0.6486152579017856,Slight positive
469,2017-12-12,96.7,96.85,97.24,96.6,7810000.0,2017,12,755227000.0,-1.0842880523731613,Negative
470,2017-12-11,96.93,96.44,97.27,96.29,8930000.0,2017,12,865584900.0000001,0.23784901758014954,Slight or No Change
471,2017-12-08,96.55,96.67,96.7,96.14,5820000.0,2017,12,561921000.0,-0.3920354895285305,Slight or No Change
472,2017-12-07,96.78,97.06,97.58,96.65,7500000.0,2017,12,725850000.0,0.23821853961678574,Slight or No Change
473,2017-12-06,97.28,97.99,98.14,97.24,7140000.0,2017,12,694579200.0,0.516635668526555,Slight positive
